Date,SessionTime,DriverAhead,DistanceToDriverAhead,Time,RPM,Speed,nGear,Throttle,Brake,DRS,Source,Distance,RelativeDistance,Status,X,Y,Z
2024-07-07 15:24:58.857,0 days 02:20:01.828000,,2152.2852777777766,0 days 00:00:00,11458.417187242714,260.0050248024041,6,100.0,False,0,interpolation,0.022804072438623813,3.90412559656743e-06,OnTrack,-1812.6382017309509,1139.4004162074218,1962.9540213743192
2024-07-07 15:24:58.956,0 days 02:20:01.927000,,2152.2852777777766,0 days 00:00:00.099000,11145.0,261.0,6,100.0,False,0,car,7.233055555555557,0.0012383208048405182,OnTrack,-1757.5290305716528,1210.8552522731156,1963.3706671911632
2024-07-07 15:24:59.052,0 days 02:20:02.023000,,2152.2852777777766,0 days 00:00:00.195000,10850.6,263.0,6,100.0,False,0,pos,14.286141969011988,0.002445830352781526,OnTrack,-1680.0,1310.0,1964.0
2024-07-07 15:24:59.172,0 days 02:20:02.143000,,2152.2852777777766,0 days 00:00:00.315000,10482.6,265.5,6,100.0,False,0,pos,23.17939102310481,0.003968381263904113,OnTrack,-1561.0,1461.0,1965.0
2024-07-07 15:24:59.196,0 days 02:20:02.167000,81,2152.2852777777766,0 days 00:00:00.339000,10409.0,266.0,7,100.0,False,0,car,24.966388888888893,0.004274320658176616,OnTrack,-1541.3173825992867,1485.8644127060513,1965.1666068895524
2024-07-07 15:24:59.436,0 days 02:20:02.407000,81,2141.61861111111,0 days 00:00:00.579000,10914.0,270.0,7,100.0,False,0,car,42.966388888888886,0.007355974644645587,OnTrack,-1460.7286597445793,1585.103090188445,1965.8650304346168
2024-07-07 15:24:59.636,0 days 02:20:02.607000,81,2132.785277777777,0 days 00:00:00.779000,10969.0,272.0,7,100.0,False,0,car,58.0775,0.00994304218884176,OnTrack,-1413.971080744317,1645.5099637441988,1966.6776202959118
2024-07-07 15:24:59.673,0 days 02:20:02.644000,81,2131.161391697777,0 days 00:00:00.816000,10978.43498368,272.55499904,7,100.0,False,0,pos,60.88987131609582,0.010424528593157185,OnTrack,-1394.0,1672.0,1967.0
2024-07-07 15:24:59.836,0 days 02:20:02.807000,81,2124.0074999999993,0 days 00:00:00.979000,11020.0,275.0,7,100.0,False,0,car,73.35527777777777,0.01255864356624598,OnTrack,-1276.4308412322257,1828.9897403040304,1968.845223600374
2024-07-07 15:24:59.852,0 days 02:20:02.823000,81,2123.3097222222214,0 days 00:00:00.995000,11025.42857142857,275.22857142857146,7,100.0,False,0,pos,74.58624776326522,0.01276938931974604,OnTrack,-1266.0,1843.0,1969.0
2024-07-07 15:25:00.116,0 days 02:20:03.087000,81,2111.796388888888,0 days 00:00:01.259000,11115.0,279.0,7,100.0,False,0,car,95.05527777777776,0.016273748649933573,OnTrack,-1166.5925532794486,1979.3329766924714,1970.1386070203125
2024-07-07 15:25:00.292,0 days 02:20:03.263000,81,2104.414166666666,0 days 00:00:01.435000,11204.257142857143,280.25714285714287,7,100.0,False,0,pos,108.77928821522025,0.018623340398538375,OnTrack,-1112.0,2056.0,1971.0
2024-07-07 15:25:00.396,0 days 02:20:03.367000,81,2100.051944444444,0 days 00:00:01.539000,11257.0,281.0,7,100.0,False,0,car,116.91083333333331,0.02001548531128201,OnTrack,-1066.0067382001853,2119.8839482450617,1971.99289776288
2024-07-07 15:25:00.493,0 days 02:20:03.464000,81,2096.2258358577774,0 days 00:00:01.636000,11282.289269028572,281.6928566857143,7,100.0,False,0,pos,124.50963539364378,0.02131642301470114,OnTrack,-1021.0,2182.0,1973.0
2024-07-07 15:25:00.676,0 days 02:20:03.647000,81,2089.0074999999997,0 days 00:00:01.819000,11330.0,283.0,7,100.0,False,0,car,138.92194444444442,0.02378385355029129,OnTrack,-938.3436363578749,2294.8812738006595,1974.7698744760812
2024-07-07 15:25:00.693,0 days 02:20:03.664000,81,2088.351113582222,0 days 00:00:01.836000,11334.179150933332,283.28333226666666,7,100.0,False,0,pos,140.26960455288148,0.02401457700282297,OnTrack,-928.0,2309.0,1975.0
2024-07-07 15:25:00.872,0 days 02:20:03.843000,81,2081.4397222222215,0 days 00:00:02.015000,11378.183333333332,286.26666666666665,7,100.0,False,0,pos,154.5394885648405,0.02645762394459538,OnTrack,-797.0,2488.0,1978.0
