resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,status_supercategory
23782,989,20,6,5,3,1.0,1,1,25.0,58,1:29:33.283,5373283.0,53.0,4,1:26.469,220.782,1,Término Competitivo
23783,989,1,131,44,1,2.0,2,2,18.0,58,+5.036,5378319.0,50.0,3,1:26.444,220.845,1,Término Competitivo
23784,989,8,6,7,2,3.0,3,3,15.0,58,+6.309,5379592.0,57.0,2,1:26.373,221.027,1,Término Competitivo
23785,989,817,9,3,8,4.0,4,4,12.0,58,+7.069,5380352.0,54.0,1,1:25.945,222.128,1,Término Competitivo
23786,989,4,1,14,10,5.0,5,5,10.0,58,+27.886,5401169.0,57.0,7,1:26.978,219.489,1,Término Competitivo
23787,989,830,9,33,4,6.0,6,6,8.0,58,+28.945,5402228.0,54.0,5,1:26.880,219.737,1,Término Competitivo
23788,989,807,4,27,7,7.0,7,7,6.0,58,+32.671,5405954.0,57.0,9,1:27.081,219.230,1,Término Competitivo
23789,989,822,131,77,15,8.0,8,8,4.0,58,+34.339,5407622.0,54.0,8,1:27.019,219.386,1,Término Competitivo
23790,989,838,1,2,11,9.0,9,9,2.0,58,+34.921,5408204.0,57.0,6,1:26.958,219.540,1,Término Competitivo
23791,989,832,4,55,9,10.0,10,10,1.0,58,+45.722,5419005.0,51.0,12,1:27.944,217.079,1,Término Competitivo
23792,989,815,10,11,12,11.0,11,11,0.0,58,+46.817,5420100.0,51.0,11,1:27.633,217.849,1,Término Competitivo
23793,989,839,10,31,14,12.0,12,12,0.0,58,+1:00.278,5433561.0,57.0,10,1:27.600,217.931,1,Término Competitivo
23794,989,844,15,16,18,13.0,13,13,0.0,58,+1:15.759,5449042.0,56.0,15,1:28.759,215.085,1,Término Competitivo
23795,989,840,3,18,13,14.0,14,14,0.0,58,+1:18.288,5451571.0,55.0,14,1:28.511,215.688,1,Término Competitivo
23796,989,843,5,28,16,15.0,15,15,0.0,57,,,57.0,13,1:28.176,216.507,11,Término Competitivo
23797,989,154,210,8,6,,R,16,0.0,24,,,23.0,16,1:28.805,214.974,36,Falha Mecânica
23798,989,825,210,20,5,,R,17,0.0,22,,,21.0,17,1:29.534,213.224,36,Falha Mecânica
23799,989,842,5,10,20,,R,18,0.0,13,,,13.0,18,1:30.649,210.601,5,Falha Mecânica
23800,989,828,15,9,17,,R,19,0.0,5,,,4.0,19,1:32.210,207.036,38,Falha Mecânica
23801,989,845,3,35,19,,R,20,0.0,4,,,3.0,20,1:32.573,206.224,23,Falha Mecânica
23802,990,20,6,5,1,1.0,1,1,25.0,57,1:32:01.940,5521940.0,21.0,7,1:34.453,206.274,1,Término Competitivo
23803,990,822,131,77,3,2.0,2,2,18.0,57,+0.699,5522639.0,22.0,1,1:33.740,207.842,1,Término Competitivo
23804,990,1,131,44,9,3.0,3,3,15.0,57,+6.512,5528452.0,51.0,2,1:33.953,207.371,1,Término Competitivo
23805,990,842,5,10,5,4.0,4,4,12.0,57,+1:02.234,5584174.0,46.0,11,1:34.863,205.382,1,Término Competitivo
23806,990,825,210,20,6,5.0,5,5,10.0,57,+1:15.046,5596986.0,29.0,5,1:34.327,206.549,1,Término Competitivo
23807,990,807,4,27,7,6.0,6,6,8.0,57,+1:39.024,5620964.0,50.0,9,1:34.667,205.807,1,Término Competitivo
23808,990,4,1,14,13,7.0,7,7,6.0,56,,,47.0,4,1:34.168,206.898,11,Término Competitivo
23809,990,838,1,2,14,8.0,8,8,4.0,56,,,30.0,16,1:35.131,204.803,11,Término Competitivo
23810,990,828,15,9,17,9.0,9,9,2.0,56,,,26.0,15,1:35.093,204.885,11,Término Competitivo
23811,990,839,10,31,8,10.0,10,10,1.0,56,,,38.0,12,1:35.043,204.993,11,Término Competitivo
23812,990,832,4,55,10,11.0,11,11,0.0,56,,,35.0,18,1:35.535,203.937,11,Término Competitivo
23813,990,844,15,16,19,12.0,12,12,0.0,56,,,35.0,14,1:35.075,204.924,11,Término Competitivo
23814,990,154,210,8,16,13.0,13,13,0.0,56,,,44.0,10,1:34.689,205.759,11,Término Competitivo
23815,990,840,3,18,20,14.0,14,14,0.0,56,,,40.0,13,1:35.058,204.961,11,Término Competitivo
23816,990,845,3,35,18,15.0,15,15,0.0,56,,,47.0,3,1:34.053,207.151,11,Término Competitivo
23817,990,815,10,11,12,16.0,16,16,0.0,56,,,32.0,17,1:35.266,204.513,11,Término Competitivo
23818,990,843,5,28,11,17.0,17,17,0.0,56,,,42.0,8,1:34.563,206.034,11,Término Competitivo
23819,990,8,6,7,2,,R,18,0.0,35,,,22.0,6,1:34.337,206.527,36,Falha Mecânica
23820,990,830,9,33,15,,R,19,0.0,3,,,,0,,,29,Falha Mecânica
23821,990,817,9,3,4,,R,20,0.0,1,,,,0,,,10,Falha Mecânica
23822,991,817,9,3,6,1.0,1,1,25.0,56,1:35:36.380,5736380.0,55.0,1,1:35.785,204.871,1,Término Competitivo
23823,991,822,131,77,3,2.0,2,2,18.0,56,+8.894,5745274.0,50.0,6,1:36.987,202.332,1,Término Competitivo
23824,991,8,6,7,2,3.0,3,3,15.0,56,+9.637,5746017.0,48.0,3,1:36.456,203.446,1,Término Competitivo
23825,991,1,131,44,4,4.0,4,4,12.0,56,+16.985,5753365.0,20.0,4,1:36.878,202.559,1,Término Competitivo
23826,991,830,9,33,5,5.0,5,5,10.0,56,+20.436,5756816.0,50.0,2,1:36.206,203.974,1,Término Competitivo
23827,991,807,4,27,7,6.0,6,6,8.0,56,+21.052,5757432.0,56.0,5,1:36.881,202.553,1,Término Competitivo
23828,991,4,1,14,13,7.0,7,7,6.0,56,+30.639,5767019.0,56.0,7,1:37.234,201.818,1,Término Competitivo
23829,991,20,6,5,1,8.0,8,8,4.0,56,+35.286,5771666.0,24.0,9,1:37.479,201.311,1,Término Competitivo
23830,991,832,4,55,9,9.0,9,9,2.0,56,+35.763,5772143.0,54.0,11,1:37.754,200.744,1,Término Competitivo
23831,991,825,210,20,11,10.0,10,10,1.0,56,+39.594,5775974.0,54.0,14,1:38.152,199.930,1,Término Competitivo
23832,991,839,10,31,12,11.0,11,11,0.0,56,+44.050,5780430.0,47.0,12,1:37.985,200.271,1,Término Competitivo
23833,991,815,10,11,8,12.0,12,12,0.0,56,+44.725,5781105.0,54.0,10,1:37.673,200.911,1,Término Competitivo
23834,991,838,1,2,14,13.0,13,13,0.0,56,+49.373,5785753.0,54.0,13,1:38.137,199.961,1,Término Competitivo
23835,991,840,3,18,18,14.0,14,14,0.0,56,+55.490,5791870.0,54.0,17,1:38.500,199.224,1,Término Competitivo
23836,991,845,3,35,16,15.0,15,15,0.0,56,+58.241,5794621.0,47.0,18,1:38.624,198.973,1,Término Competitivo
23837,991,828,15,9,20,16.0,16,16,0.0,56,+1:02.604,5798984.0,52.0,16,1:38.386,199.455,1,Término Competitivo
23838,991,154,210,8,10,17.0,17,17,0.0,56,+1:05.296,5801676.0,51.0,8,1:37.410,201.453,1,Término Competitivo
23839,991,842,5,10,17,18.0,18,18,0.0,56,+1:06.330,5802710.0,54.0,15,1:38.367,199.493,1,Término Competitivo
23840,991,844,15,16,19,19.0,19,19,0.0,56,+1:22.575,5818955.0,23.0,19,1:38.808,198.603,1,Término Competitivo
23841,991,843,5,28,15,20.0,20,20,0.0,51,,,50.0,20,1:39.376,197.468,130,Incidente de Piloto
23842,992,1,131,44,2,1.0,1,1,25.0,51,1:43:44.291,6224291.0,35.0,2,1:45.412,205.012,1,Término Competitivo
23843,992,8,6,7,6,2.0,2,2,18.0,51,+2.460,6226751.0,50.0,7,1:46.523,202.874,1,Término Competitivo
23844,992,815,10,11,8,3.0,3,3,15.0,51,+4.024,6228315.0,51.0,6,1:46.206,203.480,1,Término Competitivo
23845,992,20,6,5,1,4.0,4,4,12.0,51,+5.329,6229620.0,38.0,4,1:45.530,204.783,1,Término Competitivo
23846,992,832,4,55,9,5.0,5,5,10.0,51,+7.515,6231806.0,50.0,9,1:46.856,202.242,1,Término Competitivo
23847,992,844,15,16,13,6.0,6,6,8.0,51,+9.158,6233449.0,31.0,11,1:47.403,201.212,1,Término Competitivo
23848,992,4,1,14,12,7.0,7,7,6.0,51,+10.931,6235222.0,32.0,12,1:47.449,201.126,1,Término Competitivo
23849,992,840,3,18,10,8.0,8,8,4.0,51,+12.546,6236837.0,50.0,8,1:46.815,202.319,1,Término Competitivo
23850,992,838,1,2,16,9.0,9,9,2.0,51,+14.152,6238443.0,50.0,13,1:47.666,200.720,1,Término Competitivo
23851,992,843,5,28,19,10.0,10,10,1.0,51,+18.030,6242321.0,51.0,17,1:48.288,199.567,1,Término Competitivo
23852,992,828,15,9,18,11.0,11,11,0.0,51,+18.512,6242803.0,51.0,14,1:47.925,200.239,1,Término Competitivo
23853,992,842,5,10,17,12.0,12,12,0.0,51,+24.720,6249011.0,38.0,15,1:48.035,200.035,1,Término Competitivo
23854,992,825,210,20,15,13.0,13,13,0.0,51,+40.663,6264954.0,35.0,16,1:48.155,199.813,1,Término Competitivo
23855,992,822,131,77,3,,R,14,0.0,48,,,37.0,1,1:45.149,205.525,29,Falha Mecânica
23856,992,154,210,8,20,,R,15,0.0,42,,,34.0,10,1:46.880,202.196,3,Incidente de Piloto
23857,992,830,9,33,5,,R,16,0.0,39,,,31.0,5,1:45.771,204.316,4,Incidente de Piloto
23858,992,817,9,3,4,,R,17,0.0,39,,,34.0,3,1:45.419,204.999,4,Incidente de Piloto
23859,992,807,4,27,14,,R,18,0.0,10,,,10.0,18,1:48.867,198.506,3,Incidente de Piloto
23860,992,839,10,31,7,,R,19,0.0,0,,,,0,,,4,Incidente de Piloto
23861,992,845,3,35,11,,R,20,0.0,0,,,,0,,,4,Incidente de Piloto
23862,993,1,131,44,1,1.0,1,1,25.0,66,1:35:29.972,5729972.0,64.0,3,1:19.133,211.770,1,Término Competitivo
23863,993,822,131,77,2,2.0,2,2,18.0,66,+20.593,5750565.0,56.0,5,1:19.478,210.850,1,Término Competitivo
23864,993,830,9,33,5,3.0,3,3,15.0,66,+26.873,5756845.0,62.0,4,1:19.422,210.999,1,Término Competitivo
23865,993,20,6,5,3,4.0,4,4,12.0,66,+27.584,5757556.0,61.0,2,1:19.128,211.783,1,Término Competitivo
23866,993,817,9,3,6,5.0,5,5,10.0,66,+50.058,5780030.0,61.0,1,1:18.441,213.638,1,Término Competitivo
23867,993,825,210,20,7,6.0,6,6,8.0,65,,,64.0,6,1:20.246,208.832,11,Término Competitivo
23868,993,832,4,55,9,7.0,7,7,6.0,65,,,61.0,9,1:21.324,206.064,11,Término Competitivo
23869,993,4,1,14,8,8.0,8,8,4.0,65,,,64.0,7,1:20.727,207.588,11,Término Competitivo
23870,993,815,10,11,15,9.0,9,9,2.0,64,,,43.0,8,1:21.128,206.562,12,Término Competitivo
23871,993,844,15,16,14,10.0,10,10,1.0,64,,,51.0,14,1:22.122,204.062,12,Término Competitivo
23872,993,840,3,18,18,11.0,11,11,0.0,64,,,60.0,12,1:22.095,204.129,12,Término Competitivo
23873,993,843,5,28,20,12.0,12,12,0.0,64,,,63.0,10,1:21.439,205.773,12,Término Competitivo
23874,993,828,15,9,17,13.0,13,13,0.0,64,,,50.0,15,1:22.487,203.159,12,Término Competitivo
23875,993,845,3,35,19,14.0,14,14,0.0,63,,,57.0,17,1:22.680,202.685,13,Término Competitivo
23876,993,838,1,2,11,,R,15,0.0,45,,,38.0,16,1:22.594,202.896,6,Falha Mecânica
23877,993,839,10,31,13,,R,16,0.0,38,,,36.0,13,1:22.117,204.074,44,Falha Mecânica
23878,993,8,6,7,4,,R,17,0.0,25,,,23.0,11,1:21.531,205.541,101,Falha Mecânica
23879,993,154,210,8,10,,R,18,0.0,0,,,,0,,,4,Incidente de Piloto
23880,993,842,5,10,12,,R,19,0.0,0,,,,0,,,4,Incidente de Piloto
23881,993,807,4,27,16,,R,20,0.0,0,,,,0,,,4,Incidente de Piloto
23882,994,817,9,3,1,1.0,1,1,25.0,78,1:42:54.807,6174807.0,13.0,5,1:15.562,158.984,1,Término Competitivo
23883,994,20,6,5,2,2.0,2,2,18.0,78,+7.336,6182143.0,14.0,7,1:16.065,157.933,1,Término Competitivo
23884,994,1,131,44,3,3.0,3,3,15.0,78,+17.013,6191820.0,15.0,8,1:16.270,157.508,1,Término Competitivo
23885,994,8,6,7,4,4.0,4,4,12.0,78,+18.127,6192934.0,13.0,10,1:16.392,157.257,1,Término Competitivo
23886,994,822,131,77,5,5.0,5,5,10.0,78,+18.822,6193629.0,21.0,9,1:16.312,157.422,1,Término Competitivo
23887,994,839,10,31,6,6.0,6,6,8.0,78,+23.667,6198474.0,63.0,14,1:17.027,155.960,1,Término Competitivo
23888,994,842,5,10,10,7.0,7,7,6.0,78,+24.331,6199138.0,68.0,15,1:17.099,155.815,1,Término Competitivo
23889,994,807,4,27,11,8.0,8,8,4.0,78,+24.839,6199646.0,57.0,6,1:16.061,157.941,1,Término Competitivo
23890,994,830,9,33,20,9.0,9,9,2.0,78,+25.317,6200124.0,60.0,1,1:14.260,161.772,1,Término Competitivo
23891,994,832,4,55,8,10.0,10,10,1.0,78,+1:09.013,6243820.0,19.0,18,1:17.491,155.027,1,Término Competitivo
23892,994,828,15,9,16,11.0,11,11,0.0,78,+1:09.864,6244671.0,19.0,12,1:16.936,156.145,1,Término Competitivo
23893,994,815,10,11,9,12.0,12,12,0.0,78,+1:10.461,6245268.0,24.0,19,1:17.546,154.917,1,Término Competitivo
23894,994,825,210,20,19,13.0,13,13,0.0,78,+1:14.823,6249630.0,20.0,17,1:17.476,155.057,1,Término Competitivo
23895,994,838,1,2,12,14.0,14,14,0.0,77,,,76.0,11,1:16.864,156.291,11,Término Competitivo
23896,994,154,210,8,18,15.0,15,15,0.0,77,,,74.0,2,1:14.822,160.557,11,Término Competitivo
23897,994,845,3,35,13,16.0,16,16,0.0,77,,,75.0,4,1:15.325,159.484,11,Término Competitivo
23898,994,840,3,18,17,17.0,17,17,0.0,76,,,61.0,3,1:14.944,160.295,12,Término Competitivo
23899,994,844,15,16,14,,R,18,0.0,70,,,17.0,20,1:17.710,154.590,4,Incidente de Piloto
23900,994,843,5,28,15,,R,19,0.0,70,,,15.0,16,1:17.172,155.667,4,Incidente de Piloto
23901,994,4,1,14,7,,R,20,0.0,52,,,23.0,13,1:17.018,155.979,6,Falha Mecânica
23902,995,20,6,5,1,1.0,1,1,25.0,68,1:28:31.377,5311377.0,57.0,2,1:13.964,212.260,1,Término Competitivo
23903,995,822,131,77,2,2.0,2,2,18.0,68,+7.376,5318753.0,51.0,3,1:13.992,212.179,1,Término Competitivo
23904,995,830,9,33,3,3.0,3,3,15.0,68,+8.360,5319737.0,65.0,1,1:13.864,212.547,1,Término Competitivo
23905,995,817,9,3,6,4.0,4,4,12.0,68,+20.892,5332269.0,59.0,5,1:14.159,211.701,1,Término Competitivo
23906,995,1,131,44,4,5.0,5,5,10.0,68,+21.559,5332936.0,66.0,6,1:14.183,211.633,1,Término Competitivo
23907,995,8,6,7,5,6.0,6,6,8.0,68,+27.184,5338561.0,59.0,4,1:14.075,211.941,1,Término Competitivo
23908,995,807,4,27,7,7.0,7,7,6.0,67,,,64.0,11,1:15.588,207.699,11,Término Competitivo
23909,995,832,4,55,9,8.0,8,8,4.0,67,,,61.0,13,1:15.666,207.485,11,Término Competitivo
23910,995,839,10,31,8,9.0,9,9,2.0,67,,,61.0,12,1:15.610,207.639,11,Término Competitivo
23911,995,844,15,16,13,10.0,10,10,1.0,67,,,65.0,10,1:15.480,207.996,11,Término Competitivo
23912,995,842,5,10,16,11.0,11,11,0.0,67,,,67.0,14,1:15.699,207.395,11,Término Competitivo
23913,995,154,210,8,20,12.0,12,12,0.0,67,,,56.0,9,1:15.470,208.024,11,Término Competitivo
23914,995,825,210,20,11,13.0,13,13,0.0,67,,,65.0,8,1:15.401,208.214,11,Término Competitivo
23915,995,815,10,11,10,14.0,14,14,0.0,67,,,64.0,7,1:15.100,209.049,11,Término Competitivo
23916,995,828,15,9,19,15.0,15,15,0.0,66,,,62.0,18,1:16.403,205.484,12,Término Competitivo
23917,995,838,1,2,15,16.0,16,16,0.0,66,,,55.0,15,1:15.765,207.214,12,Término Competitivo
23918,995,845,3,35,18,17.0,17,17,0.0,66,,,53.0,16,1:15.924,206.780,12,Término Competitivo
23919,995,4,1,14,14,,R,18,0.0,40,,,33.0,17,1:16.180,206.085,43,Falha Mecânica
23920,995,843,5,28,12,,R,19,0.0,0,,,,0,,,4,Incidente de Piloto
23921,995,840,3,18,17,,R,20,0.0,0,,,,0,,,4,Incidente de Piloto
23922,996,1,131,44,1,1.0,1,1,25.0,53,1:30:11.385,5411385.0,49.0,5,1:34.509,222.531,1,Término Competitivo
23923,996,830,9,33,4,2.0,2,2,18.0,53,+7.090,5418475.0,47.0,2,1:34.275,223.083,1,Término Competitivo
23924,996,8,6,7,6,3.0,3,3,15.0,53,+25.888,5437273.0,48.0,3,1:34.398,222.792,1,Término Competitivo
23925,996,817,9,3,5,4.0,4,4,12.0,53,+34.736,5446121.0,37.0,7,1:35.382,220.494,1,Término Competitivo
23926,996,20,6,5,3,5.0,5,5,10.0,53,+1:01.935,5473320.0,42.0,4,1:34.485,222.587,1,Término Competitivo
23927,996,825,210,20,9,6.0,6,6,8.0,53,+1:19.364,5490749.0,50.0,8,1:35.425,220.395,1,Término Competitivo
23928,996,822,131,77,2,7.0,7,7,6.0,53,+1:20.632,5492017.0,41.0,1,1:34.225,223.201,1,Término Competitivo
23929,996,832,4,55,7,8.0,8,8,4.0,53,+1:27.184,5498569.0,46.0,9,1:35.638,219.904,1,Término Competitivo
23930,996,807,4,27,12,9.0,9,9,2.0,53,+1:31.989,5503374.0,46.0,11,1:35.873,219.365,1,Término Competitivo
23931,996,844,15,16,8,10.0,10,10,1.0,53,+1:33.873,5505258.0,45.0,12,1:35.977,219.127,1,Término Competitivo
23932,996,154,210,8,10,11.0,11,11,0.0,52,,,47.0,10,1:35.695,219.773,11,Término Competitivo
23933,996,838,1,2,17,12.0,12,12,0.0,52,,,48.0,14,1:36.675,217.545,11,Término Competitivo
23934,996,828,15,9,15,13.0,13,13,0.0,52,,,37.0,13,1:36.494,217.953,11,Término Competitivo
23935,996,843,5,28,20,14.0,14,14,0.0,52,,,40.0,15,1:36.839,217.176,11,Término Competitivo
23936,996,845,3,35,18,15.0,15,15,0.0,52,,,35.0,16,1:38.300,213.949,11,Término Competitivo
23937,996,4,1,14,16,16.0,16,16,0.0,50,,,48.0,6,1:35.133,221.071,36,Falha Mecânica
23938,996,840,3,18,19,17.0,17,17,0.0,48,,,35.0,18,1:38.319,213.907,29,Falha Mecânica
23939,996,815,10,11,13,,R,18,0.0,27,,,25.0,17,1:38.319,213.907,5,Falha Mecânica
23940,996,839,10,31,11,,R,19,0.0,0,,,,0,,,4,Incidente de Piloto
23941,996,842,5,10,14,,R,20,0.0,0,,,,0,,,4,Incidente de Piloto
23942,997,830,9,33,4,1.0,1,1,25.0,71,1:21:56.024,4916024.0,70.0,4,1:07.442,230.491,1,Término Competitivo
23943,997,8,6,7,3,2.0,2,2,18.0,71,+1.504,4917528.0,71.0,1,1:06.957,232.160,1,Término Competitivo
23944,997,20,6,5,6,3.0,3,3,15.0,71,+3.181,4919205.0,67.0,2,1:07.082,231.728,1,Término Competitivo
23945,997,154,210,8,5,4.0,4,4,12.0,70,,,17.0,16,1:09.071,225.055,11,Término Competitivo
23946,997,825,210,20,8,5.0,5,5,10.0,70,,,70.0,7,1:08.476,227.010,11,Término Competitivo
23947,997,839,10,31,11,6.0,6,6,8.0,70,,,64.0,11,1:08.850,225.777,11,Término Competitivo
23948,997,815,10,11,16,7.0,7,7,6.0,70,,,66.0,8,1:08.504,226.918,11,Término Competitivo
23949,997,4,1,14,13,8.0,8,8,4.0,70,,,69.0,9,1:08.661,226.399,11,Término Competitivo
23950,997,844,15,16,18,9.0,9,9,2.0,70,,,68.0,14,1:09.006,225.267,11,Término Competitivo
23951,997,828,15,9,20,10.0,10,10,1.0,70,,,67.0,6,1:08.216,227.876,11,Término Competitivo
23952,997,842,5,10,12,11.0,11,11,0.0,70,,,38.0,19,1:09.295,224.327,11,Término Competitivo
23953,997,832,4,55,9,12.0,12,12,0.0,70,,,37.0,10,1:08.766,226.053,11,Término Competitivo
23954,997,845,3,35,17,13.0,13,13,0.0,69,,,64.0,13,1:08.971,225.381,12,Término Competitivo
23955,997,840,3,18,14,14.0,14,14,0.0,69,,,68.0,18,1:09.203,224.626,12,Término Competitivo
23956,997,838,1,2,15,15.0,15,15,0.0,65,,,63.0,12,1:08.894,225.633,130,Incidente de Piloto
23957,997,1,131,44,2,,R,16,0.0,62,,,58.0,3,1:07.241,231.180,32,Falha Mecânica
23958,997,843,5,28,19,,R,17,0.0,54,,,42.0,17,1:09.171,224.730,9,Falha Mecânica
23959,997,817,9,3,7,,R,18,0.0,53,,,46.0,5,1:07.591,229.983,43,Falha Mecânica
23960,997,822,131,77,1,,R,19,0.0,13,,,12.0,15,1:09.044,225.143,9,Falha Mecânica
23961,997,807,4,27,10,,R,20,0.0,11,,,7.0,20,1:10.380,220.869,5,Falha Mecânica
23962,998,20,6,5,2,1.0,1,1,25.0,52,1:27:29.784,5249784.0,47.0,1,1:30.696,233.831,1,Término Competitivo
23963,998,1,131,44,1,2.0,2,2,18.0,52,+2.264,5252048.0,52.0,3,1:31.245,232.424,1,Término Competitivo
23964,998,8,6,7,3,3.0,3,3,15.0,52,+3.652,5253436.0,51.0,2,1:30.795,233.576,1,Término Competitivo
23965,998,822,131,77,4,4.0,4,4,12.0,52,+8.883,5258667.0,43.0,4,1:31.377,232.089,1,Término Competitivo
23966,998,817,9,3,6,5.0,5,5,10.0,52,+9.500,5259284.0,46.0,5,1:31.589,231.551,1,Término Competitivo
23967,998,807,4,27,11,6.0,6,6,8.0,52,+28.220,5278004.0,48.0,7,1:33.405,227.049,1,Término Competitivo
23968,998,839,10,31,10,7.0,7,7,6.0,52,+29.930,5279714.0,48.0,13,1:33.606,226.562,1,Término Competitivo
23969,998,4,1,14,13,8.0,8,8,4.0,52,+31.115,5280899.0,52.0,10,1:33.482,226.862,1,Término Competitivo
23970,998,825,210,20,7,9.0,9,9,2.0,52,+33.188,5282972.0,48.0,12,1:33.604,226.567,1,Término Competitivo
23971,998,815,10,11,12,10.0,10,10,1.0,52,+34.708,5284492.0,48.0,9,1:33.472,226.887,1,Término Competitivo
23972,998,838,1,2,17,11.0,11,11,0.0,52,+35.774,5285558.0,48.0,11,1:33.551,226.695,1,Término Competitivo
23973,998,840,3,18,19,12.0,12,12,0.0,52,+38.106,5287890.0,48.0,15,1:33.869,225.927,1,Término Competitivo
23974,998,842,5,10,14,13.0,13,13,0.0,52,+39.129,5288913.0,48.0,8,1:33.465,226.904,1,Término Competitivo
23975,998,845,3,35,18,14.0,14,14,0.0,52,+48.113,5297897.0,52.0,18,1:34.620,224.134,1,Término Competitivo
23982,998,843,5,28,0,,R,20,0.0,1,,,,0,,,131,Falha Mecânica
23977,998,830,9,33,5,,R,15,0.0,46,,,42.0,6,1:32.007,230.499,23,Falha Mecânica
23978,998,154,210,8,8,,R,16,0.0,37,,,28.0,16,1:34.391,224.678,4,Incidente de Piloto
23979,998,832,4,55,16,,R,17,0.0,37,,,25.0,17,1:34.602,224.177,4,Incidente de Piloto
23980,998,828,15,9,15,,R,18,0.0,31,,,26.0,14,1:33.675,226.395,3,Incidente de Piloto
23981,998,844,15,16,9,,R,19,0.0,18,,,3.0,19,1:35.209,222.747,27,Falha Mecânica
23983,999,1,131,44,14,1.0,1,1,25.0,67,1:32:29.845,5549845.0,66.0,1,1:15.545,217.968,1,Término Competitivo
23984,999,822,131,77,2,2.0,2,2,18.0,67,+4.535,5554380.0,65.0,2,1:15.721,217.461,1,Término Competitivo
23985,999,8,6,7,3,3.0,3,3,15.0,67,+6.732,5556577.0,64.0,4,1:15.990,216.691,1,Término Competitivo
23986,999,830,9,33,4,4.0,4,4,12.0,67,+7.654,5557499.0,66.0,3,1:15.852,217.085,1,Término Competitivo
23987,999,807,4,27,7,5.0,5,5,10.0,67,+26.609,5576454.0,66.0,16,1:17.910,211.351,1,Término Competitivo
23988,999,154,210,8,6,6.0,6,6,8.0,67,+28.871,5578716.0,66.0,5,1:16.716,214.641,1,Término Competitivo
23989,999,815,10,11,10,7.0,7,7,6.0,67,+30.556,5580401.0,66.0,15,1:17.867,211.468,1,Término Competitivo
23990,999,839,10,31,15,8.0,8,8,4.0,67,+31.750,5581595.0,64.0,17,1:17.941,211.267,1,Término Competitivo
23991,999,828,15,9,13,9.0,9,9,2.0,67,+32.362,5582207.0,65.0,12,1:17.745,211.800,1,Término Competitivo
23992,999,843,5,28,17,10.0,10,10,1.0,67,+34.197,5584042.0,66.0,9,1:17.681,211.974,1,Término Competitivo
23993,999,825,210,20,5,11.0,11,11,0.0,67,+34.919,5584764.0,66.0,10,1:17.697,211.930,1,Término Competitivo
23994,999,832,4,55,8,12.0,12,12,0.0,67,+43.069,5592914.0,63.0,7,1:17.430,212.661,1,Término Competitivo
23995,999,838,1,2,19,13.0,13,13,0.0,67,+46.617,5596462.0,67.0,8,1:17.537,212.368,1,Término Competitivo
23996,999,842,5,10,16,14.0,14,14,0.0,66,,,66.0,13,1:17.762,211.753,11,Término Competitivo
23997,999,844,15,16,9,15.0,15,15,0.0,66,,,64.0,14,1:17.852,211.509,11,Término Competitivo
23998,999,4,1,14,11,16.0,16,16,0.0,65,,,60.0,11,1:17.741,211.811,31,Procedimento/Regulamentação
23999,999,840,3,18,18,,R,17,0.0,53,,,35.0,19,1:18.861,208.802,5,Falha Mecânica
24000,999,20,6,5,1,,R,18,0.0,51,,,39.0,6,1:17.290,213.046,3,Incidente de Piloto
24001,999,845,3,35,12,,R,19,0.0,51,,,36.0,20,1:18.934,208.609,5,Falha Mecânica
24002,999,817,9,3,20,,R,20,0.0,27,,,22.0,18,1:18.262,210.400,5,Falha Mecânica
24003,1000,1,131,44,1,1.0,1,1,25.0,70,1:37:16.427,5836427.0,63.0,4,1:21.107,194.454,1,Término Competitivo
24004,1000,20,6,5,4,2.0,2,2,18.0,70,+17.123,5853550.0,70.0,2,1:20.056,197.007,1,Término Competitivo
24005,1000,8,6,7,3,3.0,3,3,15.0,70,+20.101,5856528.0,55.0,3,1:20.292,196.428,1,Término Competitivo
24006,1000,817,9,3,12,4.0,4,4,12.0,70,+46.419,5882846.0,46.0,1,1:20.012,197.115,1,Término Competitivo
24007,1000,822,131,77,2,5.0,5,5,10.0,70,+50.000,5886427.0,39.0,8,1:21.736,192.957,1,Término Competitivo
24008,1000,842,5,10,6,6.0,6,6,8.0,70,+1:13.273,5909700.0,64.0,7,1:21.685,193.078,1,Término Competitivo
24009,1000,825,210,20,9,7.0,7,7,6.0,69,,,60.0,6,1:21.302,193.987,11,Término Competitivo
24010,1000,4,1,14,11,8.0,8,8,4.0,69,,,68.0,9,1:22.090,192.125,11,Término Competitivo
24011,1000,832,4,55,5,9.0,9,9,2.0,69,,,58.0,13,1:22.774,190.538,11,Término Competitivo
24012,1000,154,210,8,10,10.0,10,10,1.0,69,,,58.0,10,1:22.606,190.925,11,Término Competitivo
24013,1000,843,5,28,8,11.0,11,11,0.0,69,,,62.0,11,1:22.612,190.911,11,Término Competitivo
24014,1000,807,4,27,13,12.0,12,12,0.0,69,,,69.0,5,1:21.261,194.085,11,Término Competitivo
24015,1000,839,10,31,18,13.0,13,13,0.0,69,,,63.0,14,1:22.876,190.303,11,Término Competitivo
24016,1000,815,10,11,19,14.0,14,14,0.0,69,,,56.0,16,1:23.263,189.419,11,Término Competitivo
