resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,status_supercategory
25156,1061,842,213,10,11,11.0,11,11,0.0,52,+1:25.327,7188611.0,52.0,3,1:30.266,234.945,1,Término Competitivo
25157,1061,847,3,63,12,12.0,12,12,0.0,51,,,49.0,13,1:32.049,230.394,11,Término Competitivo
25158,1061,841,51,99,15,13.0,13,13,0.0,51,,,49.0,15,1:32.346,229.653,11,Término Competitivo
25159,1061,849,3,6,17,14.0,14,14,0.0,51,,,51.0,16,1:32.477,229.328,11,Término Competitivo
25160,1061,8,51,7,13,15.0,15,15,0.0,51,,,48.0,11,1:31.895,230.780,11,Término Competitivo
25161,1061,815,9,11,0,16.0,16,16,0.0,51,,,50.0,1,1:28.617,239.317,11,Término Competitivo
25162,1061,853,210,9,19,17.0,17,17,0.0,51,,,51.0,18,1:32.909,228.262,11,Término Competitivo
25163,1061,854,210,47,18,18.0,18,18,0.0,51,,,50.0,17,1:32.862,228.377,11,Término Competitivo
25164,1061,20,117,5,8,,R,19,0.0,40,,,35.0,19,1:33.059,227.894,31,Procedimento/Regulamentação
25165,1061,830,9,33,1,,R,20,0.0,0,,,,0,,,4,Incidente de Piloto
25166,1062,839,214,31,8,1.0,1,1,25.0,70,2:04:43.199,7483199.0,54.0,5,1:21.421,193.704,1,Término Competitivo
25167,1062,1,131,44,1,2.0,2,2,18.0,70,+2.736,7485935.0,49.0,2,1:18.715,200.363,1,Término Competitivo
25168,1062,832,6,55,15,3.0,3,3,15.0,70,+15.018,7498217.0,54.0,6,1:21.423,193.699,1,Término Competitivo
25169,1062,4,214,14,9,4.0,4,4,12.0,70,+15.651,7498850.0,41.0,3,1:20.359,196.264,1,Término Competitivo
25170,1062,842,213,10,5,5.0,5,5,11.0,70,+1:03.614,7546813.0,70.0,1,1:18.394,201.183,1,Término Competitivo
25171,1062,852,213,22,16,6.0,6,6,8.0,70,+1:15.803,7559002.0,43.0,10,1:22.450,191.286,1,Término Competitivo
25172,1062,849,3,6,18,7.0,7,7,6.0,70,+1:17.910,7561109.0,62.0,14,1:22.831,190.406,1,Término Competitivo
25173,1062,847,3,63,17,8.0,8,8,4.0,70,+1:19.094,7562293.0,62.0,9,1:22.112,192.074,1,Término Competitivo
25174,1062,830,9,33,3,9.0,9,9,2.0,70,+1:20.244,7563443.0,43.0,4,1:20.945,194.843,1,Término Competitivo
25175,1062,8,51,7,13,10.0,10,10,1.0,69,,,58.0,8,1:21.518,193.473,11,Término Competitivo
25176,1062,817,1,3,11,11.0,11,11,0.0,69,,,58.0,13,1:22.802,190.473,11,Término Competitivo
25177,1062,854,210,47,20,12.0,12,12,0.0,69,,,44.0,11,1:22.711,190.683,11,Término Competitivo
25178,1062,841,51,99,0,13.0,13,13,0.0,69,,,44.0,12,1:22.736,190.625,11,Término Competitivo
25179,1062,853,210,9,19,,R,14,0.0,3,,,,0,,,4,Incidente de Piloto
25180,1062,846,1,4,6,,R,15,0.0,2,,,,0,,,4,Incidente de Piloto
25181,1062,822,131,77,2,,R,16,0.0,0,,,,0,,,4,Incidente de Piloto
25182,1062,815,9,11,4,,R,17,0.0,0,,,,0,,,4,Incidente de Piloto
25183,1062,844,6,16,7,,R,18,0.0,0,,,,0,,,4,Incidente de Piloto
25184,1062,840,117,18,12,,R,19,0.0,0,,,,0,,,4,Incidente de Piloto
25185,1062,20,117,5,10,,D,20,0.0,70,,,60.0,7,1:21.459,193.613,2,Procedimento/Regulamentação
25186,1063,830,9,33,1,1.0,1,1,12.5,1,3:27.071,207071.0,,0,,,1,Término Competitivo
25187,1063,847,3,63,2,2.0,2,2,9.0,1,+1.995,209066.0,,0,,,1,Término Competitivo
25188,1063,1,131,44,3,3.0,3,3,7.5,1,+2.601,209672.0,,0,,,1,Término Competitivo
25189,1063,817,1,3,4,4.0,4,4,6.0,1,+4.496,211567.0,,0,,,1,Término Competitivo
25190,1063,20,117,5,5,5.0,5,5,5.0,1,+7.479,214550.0,,0,,,1,Término Competitivo
25191,1063,842,213,10,6,6.0,6,6,4.0,1,+10.177,217248.0,,0,,,1,Término Competitivo
25192,1063,839,214,31,8,7.0,7,7,3.0,1,+11.579,218650.0,,0,,,1,Término Competitivo
25193,1063,844,6,16,9,8.0,8,8,2.0,1,+12.608,219679.0,,0,,,1,Término Competitivo
25194,1063,849,3,6,10,9.0,9,9,1.0,1,+15.485,222556.0,,0,,,1,Término Competitivo
25195,1063,832,6,55,11,10.0,10,10,0.5,1,+16.166,223237.0,,0,,,1,Término Competitivo
25196,1063,4,214,14,12,11.0,11,11,0.0,1,+20.590,227661.0,,0,,,1,Término Competitivo
25197,1063,822,131,77,13,12.0,12,12,0.0,1,+22.414,229485.0,,0,,,1,Término Competitivo
25198,1063,841,51,99,14,13.0,13,13,0.0,1,+24.163,231234.0,,0,,,1,Término Competitivo
25199,1063,846,1,4,15,14.0,14,14,0.0,1,+27.110,234181.0,,0,,,1,Término Competitivo
25200,1063,852,213,22,16,15.0,15,15,0.0,1,+28.329,235400.0,,0,,,1,Término Competitivo
25201,1063,854,210,47,17,16.0,16,16,0.0,1,+29.507,236578.0,,0,,,1,Término Competitivo
25202,1063,853,210,9,18,17.0,17,17,0.0,1,+31.993,239064.0,,0,,,1,Término Competitivo
25203,1063,8,51,7,0,18.0,18,18,0.0,1,+36.054,243125.0,,0,,,1,Término Competitivo
25204,1063,815,9,11,0,19.0,19,19,0.0,1,+38.205,245276.0,,0,,,1,Término Competitivo
25205,1063,840,117,18,19,20.0,20,20,0.0,1,+44.108,251179.0,,0,,,1,Término Competitivo
25206,1064,830,9,33,1,1.0,1,1,25.0,72,1:30:05.395,5405395.0,60.0,3,1:13.275,209.244,1,Término Competitivo
25207,1064,1,131,44,2,2.0,2,2,19.0,72,+20.932,5426327.0,72.0,1,1:11.097,215.654,1,Término Competitivo
25208,1064,822,131,77,3,3.0,3,3,15.0,72,+56.460,5461855.0,69.0,2,1:12.549,211.338,1,Término Competitivo
25209,1064,842,213,10,4,4.0,4,4,12.0,71,,,57.0,10,1:14.818,204.929,11,Término Competitivo
25210,1064,844,6,16,5,5.0,5,5,10.0,71,,,58.0,9,1:14.780,205.033,11,Término Competitivo
25211,1064,4,214,14,9,6.0,6,6,8.0,71,,,60.0,7,1:14.323,206.294,11,Término Competitivo
25212,1064,832,6,55,6,7.0,7,7,6.0,71,,,45.0,13,1:15.260,203.725,11,Término Competitivo
25213,1064,815,9,11,0,8.0,8,8,4.0,71,,,59.0,4,1:13.461,208.714,11,Término Competitivo
25214,1064,839,214,31,8,9.0,9,9,2.0,71,,,54.0,8,1:14.675,205.321,11,Término Competitivo
25215,1064,846,1,4,13,10.0,10,10,1.0,71,,,48.0,6,1:14.236,206.535,11,Término Competitivo
25216,1064,817,1,3,10,11.0,11,11,0.0,71,,,59.0,11,1:14.920,204.650,11,Término Competitivo
25217,1064,840,117,18,12,12.0,12,12,0.0,70,,,57.0,15,1:15.611,202.780,12,Término Competitivo
25218,1064,20,117,5,15,13.0,13,13,0.0,70,,,63.0,5,1:13.958,207.312,12,Término Competitivo
25219,1064,841,51,99,7,14.0,14,14,0.0,70,,,66.0,12,1:15.125,204.091,12,Término Competitivo
25220,1064,9,51,88,16,15.0,15,15,0.0,70,,,44.0,14,1:15.442,203.234,12,Término Competitivo
25221,1064,849,3,6,0,16.0,16,16,0.0,70,,,25.0,18,1:15.790,202.301,12,Término Competitivo
25222,1064,847,3,63,11,17.0,17,17,0.0,69,,,57.0,16,1:15.628,202.734,6,Falha Mecânica
25223,1064,854,210,47,17,18.0,18,18,0.0,69,,,36.0,19,1:15.927,201.936,13,Término Competitivo
25224,1064,852,213,22,14,,R,19,0.0,48,,,44.0,17,1:15.783,202.319,131,Falha Mecânica
25225,1064,853,210,9,18,,R,20,0.0,41,,,35.0,20,1:16.066,201.567,9,Falha Mecânica
25226,1065,817,1,3,2,1.0,1,1,26.0,53,1:21:54.365,4914365.0,53.0,1,1:24.812,245.894,1,Término Competitivo
25227,1065,846,1,4,3,2.0,2,2,18.0,53,+1.747,4916112.0,53.0,3,1:24.971,245.434,1,Término Competitivo
25228,1065,822,131,77,19,3.0,3,3,15.0,53,+4.921,4919286.0,34.0,2,1:24.827,245.850,1,Término Competitivo
25229,1065,844,6,16,5,4.0,4,4,12.0,53,+7.309,4921674.0,53.0,6,1:25.319,244.433,1,Término Competitivo
25230,1065,815,9,11,8,5.0,5,5,10.0,53,+8.723,4923088.0,53.0,4,1:25.156,244.901,1,Término Competitivo
25231,1065,832,6,55,6,6.0,6,6,8.0,53,+10.535,4924900.0,53.0,8,1:25.559,243.747,1,Término Competitivo
25232,1065,840,117,18,9,7.0,7,7,6.0,53,+15.804,4930169.0,52.0,13,1:25.853,242.912,1,Término Competitivo
25233,1065,4,214,14,10,8.0,8,8,4.0,53,+17.201,4931566.0,52.0,7,1:25.472,243.995,1,Término Competitivo
25234,1065,847,3,63,14,9.0,9,9,2.0,53,+19.742,4934107.0,53.0,11,1:25.835,242.963,1,Término Competitivo
25235,1065,839,214,31,12,10.0,10,10,1.0,53,+20.868,4935233.0,53.0,9,1:25.566,243.727,1,Término Competitivo
25236,1065,849,3,6,13,11.0,11,11,0.0,53,+23.743,4938108.0,50.0,16,1:25.953,242.630,1,Término Competitivo
25237,1065,20,117,5,11,12.0,12,12,0.0,53,+24.621,4938986.0,50.0,15,1:25.938,242.672,1,Término Competitivo
25238,1065,841,51,99,7,13.0,13,13,0.0,53,+27.216,4941581.0,50.0,10,1:25.718,243.295,1,Término Competitivo
25239,1065,9,51,88,17,14.0,14,14,0.0,53,+29.769,4944134.0,53.0,12,1:25.849,242.924,1,Término Competitivo
25240,1065,854,210,47,18,15.0,15,15,0.0,53,+51.088,4965453.0,52.0,17,1:26.707,240.520,1,Término Competitivo
25241,1065,853,210,9,16,,R,16,0.0,41,,,41.0,18,1:27.202,239.155,131,Falha Mecânica
25242,1065,1,131,44,4,,R,17,0.0,25,,,3.0,14,1:25.870,242.864,4,Incidente de Piloto
25243,1065,830,9,33,1,,R,18,0.0,25,,,25.0,5,1:25.173,244.852,4,Incidente de Piloto
25244,1065,842,213,10,0,,R,19,0.0,3,,,2.0,19,1:29.005,234.310,22,Falha Mecânica
25245,1065,852,213,22,0,,W,20,0.0,0,,,,0,,,23,Falha Mecânica
25246,1066,1,131,44,4,1.0,1,1,25.0,53,1:30:41.001,5441001.0,43.0,2,1:37.575,215.760,1,Término Competitivo
25247,1066,830,9,33,20,2.0,2,2,18.0,53,+53.271,5494272.0,28.0,5,1:38.396,213.959,1,Término Competitivo
25248,1066,832,6,55,2,3.0,3,3,15.0,53,+1:02.475,5503476.0,40.0,12,1:39.294,212.024,1,Término Competitivo
25249,1066,817,1,3,5,4.0,4,4,12.0,53,+1:05.607,5506608.0,24.0,9,1:39.124,212.388,1,Término Competitivo
25250,1066,822,131,77,16,5.0,5,5,10.0,53,+1:07.533,5508534.0,31.0,3,1:38.216,214.352,1,Término Competitivo
25251,1066,4,214,14,6,6.0,6,6,8.0,53,+1:21.321,5522322.0,44.0,6,1:38.686,213.331,1,Término Competitivo
25252,1066,846,1,4,1,7.0,7,7,7.0,53,+1:27.224,5528225.0,39.0,1,1:37.423,216.096,1,Término Competitivo
25253,1066,8,51,7,13,8.0,8,8,4.0,53,+1:28.955,5529956.0,34.0,16,1:40.289,209.921,1,Término Competitivo
25254,1066,815,9,11,8,9.0,9,9,2.0,53,+1:30.076,5531077.0,45.0,10,1:39.215,212.193,1,Término Competitivo
25255,1066,847,3,63,3,10.0,10,10,1.0,53,+1:40.551,5541552.0,40.0,18,1:40.596,209.280,1,Término Competitivo
25256,1066,840,117,18,7,11.0,11,11,0.0,53,+1:46.198,5547199.0,35.0,17,1:40.464,209.555,1,Término Competitivo
25257,1066,20,117,5,10,12.0,12,12,0.0,52,,,44.0,11,1:39.251,212.116,11,Término Competitivo
25258,1066,842,213,10,11,13.0,13,13,0.0,52,,,35.0,4,1:38.279,214.214,11,Término Competitivo
25259,1066,839,214,31,9,14.0,14,14,0.0,52,,,34.0,19,1:40.598,209.276,11,Término Competitivo
25260,1066,844,6,16,19,15.0,15,15,0.0,52,,,45.0,7,1:38.994,212.667,11,Término Competitivo
25261,1066,841,51,99,17,16.0,16,16,0.0,52,,,39.0,8,1:39.058,212.530,11,Término Competitivo
25262,1066,852,213,22,12,17.0,17,17,0.0,52,,,42.0,13,1:39.960,210.612,11,Término Competitivo
25263,1066,853,210,9,15,18.0,18,18,0.0,51,,,24.0,20,1:41.713,206.982,12,Término Competitivo
25264,1066,849,3,6,18,19.0,19,19,0.0,47,,,42.0,14,1:40.000,210.528,3,Incidente de Piloto
25265,1066,854,210,47,14,,R,20,0.0,32,,,22.0,15,1:40.276,209.948,44,Falha Mecânica
25266,1067,822,131,77,1,1.0,1,1,26.0,58,1:31:04.103,5464103.0,58.0,1,1:30.432,212.500,1,Término Competitivo
25267,1067,830,9,33,2,2.0,2,2,18.0,58,+14.584,5478687.0,53.0,9,1:32.759,207.169,1,Término Competitivo
25268,1067,815,9,11,6,3.0,3,3,15.0,58,+33.471,5497574.0,53.0,4,1:32.459,207.841,1,Término Competitivo
25269,1067,844,6,16,3,4.0,4,4,12.0,58,+37.814,5501917.0,57.0,8,1:32.737,207.218,1,Término Competitivo
25270,1067,1,131,44,11,5.0,5,5,10.0,58,+41.812,5505915.0,52.0,10,1:32.763,207.160,1,Término Competitivo
25271,1067,842,213,10,4,6.0,6,6,8.0,58,+44.292,5508395.0,50.0,11,1:32.814,207.046,1,Término Competitivo
25272,1067,846,1,4,7,7.0,7,7,6.0,58,+47.213,5511316.0,50.0,3,1:32.446,207.870,1,Término Competitivo
25273,1067,832,6,55,19,8.0,8,8,4.0,58,+51.526,5515629.0,49.0,2,1:31.921,209.057,1,Término Competitivo
25274,1067,840,117,18,8,9.0,9,9,2.0,58,+1:22.018,5546121.0,58.0,6,1:32.608,207.506,1,Término Competitivo
25275,1067,839,214,31,12,10.0,10,10,1.0,57,,,24.0,19,1:34.584,203.171,11,Término Competitivo
25276,1067,841,51,99,16,11.0,11,11,0.0,57,,,57.0,13,1:32.904,206.845,11,Término Competitivo
25277,1067,8,51,7,17,12.0,12,12,0.0,57,,,50.0,5,1:32.586,207.556,11,Término Competitivo
25278,1067,817,1,3,20,13.0,13,13,0.0,57,,,34.0,15,1:33.255,206.067,11,Término Competitivo
25279,1067,852,213,22,9,14.0,14,14,0.0,57,,,54.0,12,1:32.844,206.979,11,Término Competitivo
25280,1067,847,3,63,13,15.0,15,15,0.0,57,,,53.0,16,1:33.399,205.749,11,Término Competitivo
25281,1067,4,214,14,5,16.0,16,16,0.0,57,,,55.0,14,1:33.252,206.073,11,Término Competitivo
25282,1067,849,3,6,15,17.0,17,17,0.0,57,,,48.0,17,1:33.672,205.149,11,Término Competitivo
25283,1067,20,117,5,10,18.0,18,18,0.0,57,,,54.0,7,1:32.730,207.233,11,Término Competitivo
25284,1067,854,210,47,14,19.0,19,19,0.0,56,,,52.0,18,1:34.209,203.980,12,Término Competitivo
25285,1067,853,210,9,18,20.0,20,20,0.0,56,,,52.0,20,1:35.438,201.353,12,Término Competitivo
25286,1069,830,9,33,1,1.0,1,1,25.0,56,1:34:36.552,5676552.0,52.0,2,1:39.096,200.278,1,Término Competitivo
25287,1069,1,131,44,2,2.0,2,2,19.0,56,+1.333,5677885.0,41.0,1,1:38.485,201.521,1,Término Competitivo
25288,1069,815,9,11,3,3.0,3,3,15.0,56,+42.223,5718775.0,32.0,4,1:39.566,199.333,1,Término Competitivo
25289,1069,844,6,16,4,4.0,4,4,12.0,56,+52.246,5728798.0,41.0,3,1:39.303,199.861,1,Término Competitivo
25290,1069,817,1,3,6,5.0,5,5,10.0,56,+1:16.854,5753406.0,43.0,8,1:40.345,197.785,1,Término Competitivo
25291,1069,822,131,77,9,6.0,6,6,8.0,56,+1:20.128,5756680.0,41.0,6,1:40.147,198.176,1,Término Competitivo
25292,1069,832,6,55,5,7.0,7,7,6.0,56,+1:23.545,5760097.0,40.0,9,1:40.377,197.722,1,Término Competitivo
25293,1069,846,1,4,7,8.0,8,8,4.0,56,+1:24.395,5760947.0,41.0,7,1:40.228,198.016,1,Término Competitivo
25294,1069,852,213,22,10,9.0,9,9,2.0,55,,,47.0,13,1:41.151,196.209,11,Término Competitivo
25295,1069,20,117,5,18,10.0,10,10,1.0,55,,,40.0,10,1:40.481,197.517,11,Término Competitivo
25296,1069,841,51,99,12,11.0,11,11,0.0,55,,,44.0,12,1:41.145,196.221,11,Término Competitivo
25297,1069,840,117,18,13,12.0,12,12,0.0,55,,,36.0,14,1:41.189,196.135,11,Término Competitivo
25298,1069,8,51,7,15,13.0,13,13,0.0,55,,,43.0,15,1:41.340,195.843,11,Término Competitivo
25299,1069,847,3,63,20,14.0,14,14,0.0,55,,,36.0,11,1:41.120,196.269,11,Término Competitivo
25300,1069,849,3,6,14,15.0,15,15,0.0,55,,,46.0,17,1:41.818,194.924,11,Término Competitivo
25301,1069,854,210,47,16,16.0,16,16,0.0,54,,,36.0,16,1:41.395,195.737,12,Término Competitivo
25302,1069,853,210,9,17,17.0,17,17,0.0,54,,,42.0,20,1:42.886,192.900,12,Término Competitivo
25303,1069,4,214,14,19,,R,18,0.0,49,,,46.0,5,1:40.067,198.335,65,Procedimento/Regulamentação
25304,1069,839,214,31,11,,R,19,0.0,40,,,28.0,19,1:42.194,194.207,26,Falha Mecânica
25305,1069,842,213,10,8,,R,20,0.0,14,,,12.0,18,1:42.015,194.547,22,Falha Mecânica
25306,1070,830,9,33,3,1.0,1,1,25.0,71,1:38:39.086,5919086.0,52.0,2,1:18.999,196.134,1,Término Competitivo
25307,1070,1,131,44,2,2.0,2,2,18.0,71,+16.555,5935641.0,66.0,4,1:19.820,194.116,1,Término Competitivo
25308,1070,815,9,11,4,3.0,3,3,15.0,71,+17.752,5936838.0,49.0,3,1:19.468,194.976,1,Término Competitivo
25309,1070,842,213,10,5,4.0,4,4,12.0,71,+1:03.845,5982931.0,66.0,7,1:20.510,192.453,1,Término Competitivo
25310,1070,844,6,16,8,5.0,5,5,10.0,71,+1:21.037,6000123.0,63.0,9,1:20.665,192.083,1,Término Competitivo
25311,1070,832,6,55,6,6.0,6,6,8.0,70,,,63.0,5,1:20.081,193.484,11,Término Competitivo
25312,1070,20,117,5,9,7.0,7,7,6.0,70,,,70.0,6,1:20.460,192.572,11,Término Competitivo
25313,1070,8,51,7,10,8.0,8,8,4.0,70,,,63.0,11,1:20.713,191.969,11,Término Competitivo
25314,1070,4,214,14,12,9.0,9,9,2.0,70,,,54.0,10,1:20.711,191.973,11,Término Competitivo
25315,1070,846,1,4,18,10.0,10,10,1.0,70,,,67.0,8,1:20.617,192.197,11,Término Competitivo
25316,1070,841,51,99,11,11.0,11,11,0.0,70,,,68.0,16,1:21.523,190.061,11,Término Competitivo
25317,1070,817,1,3,7,12.0,12,12,0.0,70,,,40.0,13,1:21.069,191.126,11,Término Competitivo
25318,1070,839,214,31,19,13.0,13,13,0.0,70,,,67.0,14,1:21.348,190.470,11,Término Competitivo
25319,1070,840,117,18,20,14.0,14,14,0.0,69,,,61.0,12,1:20.930,191.454,12,Término Competitivo
25320,1070,822,131,77,1,15.0,15,15,0.0,69,,,69.0,1,1:17.774,199.223,12,Término Competitivo
25321,1070,847,3,63,16,16.0,16,16,0.0,69,,,61.0,18,1:22.016,188.919,12,Término Competitivo
25322,1070,849,3,6,13,17.0,17,17,0.0,69,,,66.0,17,1:21.546,190.008,12,Término Competitivo
25323,1070,853,210,9,15,18.0,18,18,0.0,68,,,61.0,15,1:21.402,190.344,13,Término Competitivo
25324,1070,854,210,47,14,,R,19,0.0,0,,,,0,,,4,Incidente de Piloto
25325,1070,852,213,22,17,,R,20,0.0,0,,,,0,,,4,Incidente de Piloto
25326,1071,1,131,44,10,1.0,1,1,25.0,71,1:32:22.851,5542851.0,46.0,2,1:11.982,215.503,1,Término Competitivo
25327,1071,830,9,33,2,2.0,2,2,18.0,71,+10.496,5553347.0,47.0,3,1:12.486,214.005,1,Término Competitivo
25328,1071,822,131,77,1,3.0,3,3,15.0,71,+13.576,5556427.0,49.0,4,1:12.526,213.887,1,Término Competitivo
25329,1071,815,9,11,4,4.0,4,4,13.0,71,+39.940,5582791.0,71.0,1,1:11.010,218.453,1,Término Competitivo
25330,1071,844,6,16,6,5.0,5,5,10.0,71,+49.517,5592368.0,61.0,7,1:12.822,213.018,1,Término Competitivo
25331,1071,832,6,55,3,6.0,6,6,8.0,71,+51.820,5594671.0,63.0,6,1:12.710,213.346,1,Término Competitivo
25332,1071,842,213,10,7,7.0,7,7,6.0,70,,,53.0,8,1:13.227,211.839,11,Término Competitivo
25333,1071,839,214,31,8,8.0,8,8,4.0,70,,,48.0,16,1:14.430,208.415,11,Término Competitivo
25334,1071,4,214,14,12,9.0,9,9,2.0,70,,,37.0,12,1:13.922,209.848,11,Término Competitivo
25335,1071,846,1,4,5,10.0,10,10,1.0,70,,,53.0,10,1:13.761,210.306,11,Término Competitivo
25336,1071,20,117,5,9,11.0,11,11,0.0,70,,,69.0,9,1:13.634,210.668,11,Término Competitivo
25337,1071,8,51,7,0,12.0,12,12,0.0,70,,,54.0,5,1:12.621,213.607,11,Término Competitivo
25338,1071,847,3,63,17,13.0,13,13,0.0,70,,,45.0,15,1:14.355,208.626,11,Término Competitivo
25339,1071,841,51,99,13,14.0,14,14,0.0,70,,,44.0,14,1:14.227,208.985,11,Término Competitivo
25340,1071,852,213,22,15,15.0,15,15,0.0,70,,,62.0,13,1:14.204,209.050,11,Término Competitivo
25341,1071,849,3,6,16,16.0,16,16,0.0,70,,,57.0,18,1:14.616,207.896,11,Término Competitivo
25342,1071,853,210,9,19,17.0,17,17,0.0,69,,,36.0,19,1:14.954,206.958,12,Término Competitivo
25343,1071,854,210,47,18,18.0,18,18,0.0,69,,,66.0,11,1:13.793,210.215,12,Término Competitivo
25344,1071,817,1,3,11,,R,19,0.0,49,,,40.0,17,1:14.443,208.379,75,Procedimento/Regulamentação
25345,1071,840,117,18,14,,R,20,0.0,47,,,25.0,20,1:15.344,205.887,130,Incidente de Piloto
25346,1051,1,131,44,1,1.0,1,1,25.0,57,1:24:28.471,5068471.0,50.0,2,1:25.084,227.633,1,Término Competitivo
25347,1051,830,9,33,7,2.0,2,2,19.0,57,+25.743,5094214.0,57.0,1,1:23.196,232.799,1,Término Competitivo
25348,1051,4,214,14,3,3.0,3,3,15.0,57,+59.457,5127928.0,48.0,10,1:26.682,223.437,1,Término Competitivo
25349,1051,815,9,11,11,4.0,4,4,12.0,57,+1:02.306,5130777.0,49.0,3,1:25.613,226.227,1,Término Competitivo
25350,1051,839,214,31,9,5.0,5,5,10.0,57,+1:20.570,5149041.0,46.0,13,1:27.061,222.464,1,Término Competitivo
25351,1051,840,117,18,12,6.0,6,6,8.0,57,+1:21.274,5149745.0,44.0,17,1:27.356,221.713,1,Término Competitivo
25352,1051,832,6,55,5,7.0,7,7,6.0,57,+1:21.911,5150382.0,46.0,9,1:26.570,223.726,1,Término Competitivo
25353,1051,844,6,16,13,8.0,8,8,4.0,57,+1:23.126,5151597.0,46.0,8,1:26.555,223.765,1,Término Competitivo
25354,1051,846,1,4,4,9.0,9,9,2.0,56,,,51.0,4,1:25.746,225.876,11,Término Competitivo
25355,1051,20,117,5,10,10.0,10,10,1.0,56,,,53.0,7,1:26.434,224.078,11,Término Competitivo
25356,1051,842,213,10,2,11.0,11,11,0.0,56,,,46.0,11,1:27.019,222.572,11,Término Competitivo
25357,1051,817,1,3,14,12.0,12,12,0.0,56,,,50.0,14,1:27.198,222.115,11,Término Competitivo
25358,1051,852,213,22,8,13.0,13,13,0.0,56,,,50.0,12,1:27.043,222.510,11,Término Competitivo
25359,1051,8,51,7,16,14.0,14,14,0.0,56,,,53.0,6,1:26.358,224.275,11,Término Competitivo
25360,1051,841,51,99,18,15.0,15,15,0.0,56,,,40.0,18,1:27.823,220.534,11,Término Competitivo
25361,1051,854,210,47,19,16.0,16,16,0.0,56,,,46.0,19,1:28.412,219.065,11,Término Competitivo
25362,1051,847,3,63,15,17.0,17,17,0.0,55,,,55.0,5,1:25.768,225.818,12,Término Competitivo
25363,1051,853,210,9,20,18.0,18,18,0.0,55,,,55.0,16,1:27.340,221.754,12,Término Competitivo
25364,1051,849,3,6,17,,R,19,0.0,50,,,44.0,20,1:28.732,218.275,29,Falha Mecânica
25365,1051,822,131,77,6,,R,20,0.0,48,,,39.0,15,1:27.246,221.992,137,Incidente de Piloto
25366,1072,1,131,44,1,1.0,1,1,26.0,50,2:06:15.118,7575118.0,47.0,1,1:30.734,244.962,1,Término Competitivo
25367,1072,830,9,33,3,2.0,2,2,18.0,50,+11.825,7586943.0,35.0,3,1:31.488,242.943,1,Término Competitivo
25368,1072,822,131,77,2,3.0,3,3,15.0,50,+27.531,7602649.0,47.0,2,1:31.408,243.155,1,Término Competitivo
25369,1072,839,214,31,9,4.0,4,4,12.0,50,+27.633,7602751.0,47.0,6,1:31.797,242.125,1,Término Competitivo
25370,1072,817,1,3,11,5.0,5,5,10.0,50,+40.121,7615239.0,43.0,11,1:32.716,239.725,1,Término Competitivo
25371,1072,842,213,10,6,6.0,6,6,8.0,50,+41.613,7616731.0,46.0,9,1:32.297,240.813,1,Término Competitivo
25372,1072,844,6,16,4,7.0,7,7,6.0,50,+44.475,7619593.0,46.0,4,1:31.601,242.643,1,Término Competitivo
25373,1072,832,6,55,15,8.0,8,8,4.0,50,+46.606,7621724.0,37.0,7,1:31.851,241.983,1,Término Competitivo
25374,1072,841,51,99,10,9.0,9,9,2.0,50,+58.505,7633623.0,37.0,15,1:32.865,239.340,1,Término Competitivo
25375,1072,846,1,4,7,10.0,10,10,1.0,50,+1:01.358,7636476.0,49.0,8,1:31.914,241.817,1,Término Competitivo
25376,1072,840,117,18,18,11.0,11,11,0.0,50,+1:17.212,7652330.0,45.0,14,1:32.804,239.498,1,Término Competitivo
25377,1072,849,3,6,16,12.0,12,12,0.0,50,+1:23.249,7658367.0,49.0,12,1:32.751,239.635,1,Término Competitivo
25378,1072,4,214,14,13,13.0,13,13,0.0,49,,,46.0,5,1:31.633,242.558,11,Término Competitivo
25379,1072,852,213,22,8,14.0,14,14,0.0,49,,,44.0,10,1:32.506,240.269,11,Término Competitivo
25380,1072,8,51,7,12,15.0,15,15,0.0,49,,,45.0,13,1:32.778,239.565,11,Término Competitivo
25381,1072,20,117,5,17,,R,16,0.0,44,,,41.0,16,1:34.030,236.375,130,Incidente de Piloto
25382,1072,815,9,11,5,,R,17,0.0,14,,,9.0,17,1:34.138,236.104,4,Incidente de Piloto
25383,1072,853,210,9,20,,R,18,0.0,14,,,7.0,20,1:37.043,229.036,4,Incidente de Piloto
25384,1072,847,3,63,14,,R,19,0.0,14,,,7.0,19,1:36.130,231.211,4,Incidente de Piloto
25385,1072,854,210,47,19,,R,20,0.0,8,,,8.0,18,1:36.043,231.421,3,Incidente de Piloto
25386,1073,830,9,33,1,1.0,1,1,26.0,58,1:30:17.345,5417345.0,39.0,1,1:26.103,220.800,1,Término Competitivo
25387,1073,1,131,44,2,2.0,2,2,18.0,58,+2.256,5419601.0,43.0,3,1:26.615,219.495,1,Término Competitivo
25388,1073,832,6,55,5,3.0,3,3,15.0,58,+5.173,5422518.0,51.0,9,1:27.618,216.982,1,Término Competitivo
25389,1073,852,213,22,8,4.0,4,4,12.0,58,+5.692,5423037.0,50.0,7,1:27.496,217.285,1,Término Competitivo
25390,1073,842,213,10,12,5.0,5,5,10.0,58,+6.531,5423876.0,49.0,6,1:27.342,217.668,1,Término Competitivo
