Distance,Speed,Time,Driver,raceId,RaceName,LapNumber
1112.8272222222217,201.0,0 days 00:00:19.744000,NOR,1122,Saudi Arabia,1
1126.4272222222219,204.0,0 days 00:00:19.984000,NOR,1122,Saudi Arabia,1
1136.9301844711213,207.92523442746108,0 days 00:00:20.164000,NOR,1122,Saudi Arabia,1
1145.2413888888884,211.0,0 days 00:00:20.305000,NOR,1122,Saudi Arabia,1
1151.0742773370152,212.2375008,0 days 00:00:20.404000,NOR,1122,Saudi Arabia,1
1154.7080555555551,213.0,0 days 00:00:20.465000,NOR,1122,Saudi Arabia,1
1169.3747222222216,220.0,0 days 00:00:20.705000,NOR,1122,Saudi Arabia,1
1179.0906017038164,220.0,0 days 00:00:20.864000,NOR,1122,Saudi Arabia,1
1179.1524999999995,220.0,0 days 00:00:20.865000,NOR,1122,Saudi Arabia,1
1194.2884782916444,227.9666688,0 days 00:00:21.104000,NOR,1122,Saudi Arabia,1
1194.3524999999995,228.0,0 days 00:00:21.105000,NOR,1122,Saudi Arabia,1
1204.5774417384773,231.18000128,0 days 00:00:21.264000,NOR,1122,Saudi Arabia,1
1207.2413888888884,232.0,0 days 00:00:21.305000,NOR,1122,Saudi Arabia,1
1227.0716316417736,238.5406264,0 days 00:00:21.604000,NOR,1122,Saudi Arabia,1
1228.485833333333,239.0,0 days 00:00:21.625000,NOR,1122,Saudi Arabia,1
1247.5413888888886,245.0,0 days 00:00:21.905000,NOR,1122,Saudi Arabia,1
1248.8421096522004,245.2375008,0 days 00:00:21.924000,NOR,1122,Saudi Arabia,1
1258.5191666666665,247.0,0 days 00:00:22.065000,NOR,1122,Saudi Arabia,1
1272.3524999999997,249.0,0 days 00:00:22.265000,NOR,1122,Saudi Arabia,1
1277.8609676863653,249.9875008,0 days 00:00:22.344000,NOR,1122,Saudi Arabia,1
1289.1524999999997,252.0,0 days 00:00:22.505000,NOR,1122,Saudi Arabia,1
1290.488639425135,252.13571474285715,0 days 00:00:22.524000,NOR,1122,Saudi Arabia,1
1308.9080555555554,254.0,0 days 00:00:22.785000,NOR,1122,Saudi Arabia,1
1318.6847533138775,254.34499968,0 days 00:00:22.923000,NOR,1122,Saudi Arabia,1
1337.2413888888887,255.0,0 days 00:00:23.185000,NOR,1122,Saudi Arabia,1
1348.4858333333332,253.0,0 days 00:00:23.345000,NOR,1122,Saudi Arabia,1
1352.524489184131,251.9125024,0 days 00:00:23.403000,NOR,1122,Saudi Arabia,1
1359.5969444444443,250.0,0 days 00:00:23.505000,NOR,1122,Saudi Arabia,1
1376.263611111111,250.0,0 days 00:00:23.745000,NOR,1122,Saudi Arabia,1
1380.287791317938,250.0,0 days 00:00:23.803000,NOR,1122,Saudi Arabia,1
1391.3966476135295,250.0,0 days 00:00:23.963000,NOR,1122,Saudi Arabia,1
1392.9302777777775,250.0,0 days 00:00:23.985000,NOR,1122,Saudi Arabia,1
1409.6337225803784,251.62272814545454,0 days 00:00:24.223000,NOR,1122,Saudi Arabia,1
1423.8524999999997,253.0,0 days 00:00:24.425000,NOR,1122,Saudi Arabia,1
1433.6003773189748,252.30499968,0 days 00:00:24.564000,NOR,1122,Saudi Arabia,1
1437.8524999999997,252.0,0 days 00:00:24.625000,NOR,1122,Saudi Arabia,1
1448.8496602726689,249.60301488144245,0 days 00:00:24.784000,NOR,1122,Saudi Arabia,1
1451.6166666666666,249.0,0 days 00:00:24.824000,NOR,1122,Saudi Arabia,1
1462.7261965177677,249.66666666666666,0 days 00:00:24.984000,NOR,1122,Saudi Arabia,1
1468.283333333333,250.0,0 days 00:00:25.064000,NOR,1122,Saudi Arabia,1
1473.8322554632346,250.0,0 days 00:00:25.144000,NOR,1122,Saudi Arabia,1
1490.5055555555552,250.0,0 days 00:00:25.384000,NOR,1122,Saudi Arabia,1
1494.7109020281812,250.4090909090909,0 days 00:00:25.444000,NOR,1122,Saudi Arabia,1
1515.8647275471412,252.45454545454547,0 days 00:00:25.744000,NOR,1122,Saudi Arabia,1
1521.4277777777775,253.0,0 days 00:00:25.824000,NOR,1122,Saudi Arabia,1
1532.4010690013247,249.44444444444446,0 days 00:00:25.984000,NOR,1122,Saudi Arabia,1
1545.9277777777775,245.0,0 days 00:00:26.184000,NOR,1122,Saudi Arabia,1
1556.683333333333,242.0,0 days 00:00:26.344000,NOR,1122,Saudi Arabia,1
1558.0209498721774,241.625,0 days 00:00:26.364000,NOR,1122,Saudi Arabia,1
1567.3055555555552,239.0,0 days 00:00:26.504000,NOR,1122,Saudi Arabia,1
1577.606161947608,233.8754436726989,0 days 00:00:26.664000,NOR,1122,Saudi Arabia,1
1582.6713730383758,231.31316550904836,0 days 00:00:26.744000,NOR,1122,Saudi Arabia,1
1585.258333333333,230.0,0 days 00:00:26.785000,NOR,1122,Saudi Arabia,1
1598.9761108755392,226.578124,0 days 00:00:27.004000,NOR,1122,Saudi Arabia,1
1605.258333333333,225.0,0 days 00:00:27.105000,NOR,1122,Saudi Arabia,1
1622.6027777777774,223.0,0 days 00:00:27.385000,NOR,1122,Saudi Arabia,1
1627.5201143297977,223.79000064,0 days 00:00:27.464000,NOR,1122,Saudi Arabia,1
1635.1027777777774,225.0,0 days 00:00:27.585000,NOR,1122,Saudi Arabia,1
1650.3712791301923,229.979168,0 days 00:00:27.824000,NOR,1122,Saudi Arabia,1
1650.4361111111107,230.0,0 days 00:00:27.825000,NOR,1122,Saudi Arabia,1
1660.880555555555,235.0,0 days 00:00:27.985000,NOR,1122,Saudi Arabia,1
1667.3233840205612,234.50499968,0 days 00:00:28.084000,NOR,1122,Saudi Arabia,1
1673.880555555555,234.0,0 days 00:00:28.185000,NOR,1122,Saudi Arabia,1
1685.5087359370889,234.0,0 days 00:00:28.364000,NOR,1122,Saudi Arabia,1
1692.080555555555,234.0,0 days 00:00:28.465000,NOR,1122,Saudi Arabia,1
1702.4594329377642,234.9937504,0 days 00:00:28.624000,NOR,1122,Saudi Arabia,1
1702.5249999999994,235.0,0 days 00:00:28.625000,NOR,1122,Saudi Arabia,1
1718.3250462825235,237.9875008,0 days 00:00:28.864000,NOR,1122,Saudi Arabia,1
1718.391666666666,238.0,0 days 00:00:28.865000,NOR,1122,Saudi Arabia,1
1729.1027777777772,241.0,0 days 00:00:29.025000,NOR,1122,Saudi Arabia,1
1730.3806397731407,241.2375008,0 days 00:00:29.044000,NOR,1122,Saudi Arabia,1
1739.9027777777771,243.0,0 days 00:00:29.185000,NOR,1122,Saudi Arabia,1
1741.1917602724038,243.20357211428572,0 days 00:00:29.204000,NOR,1122,Saudi Arabia,1
1759.0361111111106,246.0,0 days 00:00:29.465000,NOR,1122,Saudi Arabia,1
1763.0327281430245,247.0874976,0 days 00:00:29.523000,NOR,1122,Saudi Arabia,1
1770.1027777777772,249.0,0 days 00:00:29.625000,NOR,1122,Saudi Arabia,1
1788.2990989386956,253.60714057142857,0 days 00:00:29.883000,NOR,1122,Saudi Arabia,1
1789.858333333333,254.0,0 days 00:00:29.905000,NOR,1122,Saudi Arabia,1
1804.080555555555,256.0,0 days 00:00:30.105000,NOR,1122,Saudi Arabia,1
1808.2538729857954,256.92272523636365,0 days 00:00:30.163000,NOR,1122,Saudi Arabia,1
1836.0779367211014,262.96818385454543,0 days 00:00:30.543000,NOR,1122,Saudi Arabia,1
1836.2249999999997,263.0,0 days 00:00:30.545000,NOR,1122,Saudi Arabia,1
1848.0027777777773,265.0,0 days 00:00:30.705000,NOR,1122,Saudi Arabia,1
1852.2878809840813,265.57999872,0 days 00:00:30.763000,NOR,1122,Saudi Arabia,1
1862.8361111111108,267.0,0 days 00:00:30.905000,NOR,1122,Saudi Arabia,1
1867.2529328231178,267.9833344,0 days 00:00:30.964000,NOR,1122,Saudi Arabia,1
1880.827155446984,270.9833344,0 days 00:00:31.144000,NOR,1122,Saudi Arabia,1
1880.9027777777774,271.0,0 days 00:00:31.145000,NOR,1122,Saudi Arabia,1
1893.0361111111108,273.0,0 days 00:00:31.305000,NOR,1122,Saudi Arabia,1
1894.4836407618818,273.20430171657597,0 days 00:00:31.324000,NOR,1122,Saudi Arabia,1
1914.426111111111,276.0,0 days 00:00:31.584000,NOR,1122,Saudi Arabia,1
1919.047491869526,276.42857142857144,0 days 00:00:31.644000,NOR,1122,Saudi Arabia,1
1934.4980545944154,277.85714285714283,0 days 00:00:31.844000,NOR,1122,Saudi Arabia,1
1936.0483333333332,278.0,0 days 00:00:31.864000,NOR,1122,Saudi Arabia,1
1948.4927777777775,280.0,0 days 00:00:32.024000,NOR,1122,Saudi Arabia,1
1965.7697105657553,282.35714285714283,0 days 00:00:32.244000,NOR,1122,Saudi Arabia,1
1970.5038888888887,283.0,0 days 00:00:32.304000,NOR,1122,Saudi Arabia,1
1992.669134044654,284.75,0 days 00:00:32.584000,NOR,1122,Saudi Arabia,1
1995.837222222222,285.0,0 days 00:00:32.624000,NOR,1122,Saudi Arabia,1
2006.920983040976,285.0,0 days 00:00:32.764000,NOR,1122,Saudi Arabia,1
2011.670555555555,285.0,0 days 00:00:32.824000,NOR,1122,Saudi Arabia,1
2033.8372222222217,285.0,0 days 00:00:33.104000,NOR,1122,Saudi Arabia,1
2046.5830555555551,285.0,0 days 00:00:33.265000,NOR,1122,Saudi Arabia,1
2060.7543190923566,285.0,0 days 00:00:33.444000,NOR,1122,Saudi Arabia,1
2062.416388888889,285.0,0 days 00:00:33.465000,NOR,1122,Saudi Arabia,1
2075.0830555555553,285.0,0 days 00:00:33.625000,NOR,1122,Saudi Arabia,1
2084.5344850563006,285.4958336,0 days 00:00:33.744000,NOR,1122,Saudi Arabia,1
2094.149722222222,286.0,0 days 00:00:33.865000,NOR,1122,Saudi Arabia,1
2106.75003310497,285.60249984,0 days 00:00:34.024000,NOR,1122,Saudi Arabia,1
2122.5706626027036,285.10249984,0 days 00:00:34.224000,NOR,1122,Saudi Arabia,1
2125.8163888888885,285.0,0 days 00:00:34.265000,NOR,1122,Saudi Arabia,1
2136.822618068774,285.0,0 days 00:00:34.404000,NOR,1122,Saudi Arabia,1
2138.483055555555,285.0,0 days 00:00:34.425000,NOR,1122,Saudi Arabia,1
2154.260833333333,284.0,0 days 00:00:34.625000,NOR,1122,Saudi Arabia,1
2165.2260220614558,284.0,0 days 00:00:34.764000,NOR,1122,Saudi Arabia,1
2166.8830555555546,284.0,0 days 00:00:34.785000,NOR,1122,Saudi Arabia,1
2192.127499999999,284.0,0 days 00:00:35.105000,NOR,1122,Saudi Arabia,1
2193.623819768207,283.95681803636364,0 days 00:00:35.124000,NOR,1122,Saudi Arabia,1
2210.9207049783763,283.45681803636364,0 days 00:00:35.344000,NOR,1122,Saudi Arabia,1
2223.492586632205,283.09318167272727,0 days 00:00:35.504000,NOR,1122,Saudi Arabia,1
2226.7163888888886,283.0,0 days 00:00:35.545000,NOR,1122,Saudi Arabia,1
2237.6501857314393,283.0,0 days 00:00:35.684000,NOR,1122,Saudi Arabia,1
2242.4386111111103,283.0,0 days 00:00:35.745000,NOR,1122,Saudi Arabia,1
2257.9103548441344,282.44999964444446,0 days 00:00:35.943000,NOR,1122,Saudi Arabia,1
2267.3217320086433,282.1166663111111,0 days 00:00:36.063000,NOR,1122,Saudi Arabia,1
2270.63861111111,282.0,0 days 00:00:36.105000,NOR,1122,Saudi Arabia,1
2283.171944444444,282.0,0 days 00:00:36.265000,NOR,1122,Saudi Arabia,1
2285.9757749382097,276.6166485333333,0 days 00:00:36.303000,NOR,1122,Saudi Arabia,1
2299.705277777777,248.0,0 days 00:00:36.505000,NOR,1122,Saudi Arabia,1
2300.8724558594117,246.45715382857142,0 days 00:00:36.523000,NOR,1122,Saudi Arabia,1
2317.127499999999,224.0,0 days 00:00:36.785000,NOR,1122,Saudi Arabia,1
2318.208244469004,222.95000746666668,0 days 00:00:36.803000,NOR,1122,Saudi Arabia,1
2331.015889301536,210.11665920000002,0 days 00:00:37.023000,NOR,1122,Saudi Arabia,1
2331.127499999999,210.0,0 days 00:00:37.025000,NOR,1122,Saudi Arabia,1
2338.5945167403934,202.06500736,0 days 00:00:37.163000,NOR,1122,Saudi Arabia,1
2350.8012702609367,188.26500736,0 days 00:00:37.403000,NOR,1122,Saudi Arabia,1
2351.905277777777,187.0,0 days 00:00:37.425000,NOR,1122,Saudi Arabia,1
2359.8065831380445,179.84499712,0 days 00:00:37.584000,NOR,1122,Saudi Arabia,1
2361.794166666666,178.0,0 days 00:00:37.625000,NOR,1122,Saudi Arabia,1
2369.248860990401,172.25833102222222,0 days 00:00:37.784000,NOR,1122,Saudi Arabia,1
2377.3564524330836,165.75833102222222,0 days 00:00:37.964000,NOR,1122,Saudi Arabia,1
2378.294166666666,165.0,0 days 00:00:37.985000,NOR,1122,Saudi Arabia,1
2387.0833333333326,159.0,0 days 00:00:38.184000,NOR,1122,Saudi Arabia,1
2390.546687252822,157.72727272727272,0 days 00:00:38.264000,NOR,1122,Saudi Arabia,1
2403.182217686246,152.95454545454547,0 days 00:00:38.564000,NOR,1122,Saudi Arabia,1
2405.6611111111106,152.0,0 days 00:00:38.624000,NOR,1122,Saudi Arabia,1
2413.8216231403985,149.72727272727272,0 days 00:00:38.824000,NOR,1122,Saudi Arabia,1
2423.6277777777773,147.0,0 days 00:00:39.064000,NOR,1122,Saudi Arabia,1
2424.4583690535055,147.5,0 days 00:00:39.084000,NOR,1122,Saudi Arabia,1
2427.802099262251,149.5,0 days 00:00:39.164000,NOR,1122,Saudi Arabia,1
2430.338888888888,151.0,0 days 00:00:39.224000,NOR,1122,Saudi Arabia,1
2434.628482655571,152.66666666666666,0 days 00:00:39.324000,NOR,1122,Saudi Arabia,1
2443.392950653987,156.0,0 days 00:00:39.524000,NOR,1122,Saudi Arabia,1
2446.0388888888883,157.0,0 days 00:00:39.584000,NOR,1122,Saudi Arabia,1
2453.149999999999,160.0,0 days 00:00:39.744000,NOR,1122,Saudi Arabia,1
2455.8788592074134,161.49584514053765,0 days 00:00:39.804000,NOR,1122,Saudi Arabia,1
2465.2509801858255,166.48199560899644,0 days 00:00:40.004000,NOR,1122,Saudi Arabia,1
2470.0969444444436,169.0,0 days 00:00:40.105000,NOR,1122,Saudi Arabia,1
2479.8310111810806,174.68571611428573,0 days 00:00:40.304000,NOR,1122,Saudi Arabia,1
2483.8636111111105,177.0,0 days 00:00:40.385000,NOR,1122,Saudi Arabia,1
